,patent_id,date,abstract,title,cpc_list
402,8588731,2013-11-19,"The described method and system provide for determining whether to immediately contact a PSAP (Public Safety Answering Point) or attempt to communicate with a telematics services subscriber before contacting the PSAP in the event of an emergency. If a subscriber associated with the telematics unit is deaf and/or mute, and a TIM (TTY (TeleTYpewriter) Interface Module) or TTY device is not available to the subscriber, the subscriber may not be able to communicate with a call center regarding an emergency situation. Thus, expedited emergency procedures are executed by the call center in such a situation to avoid delay and facilitate the arrival of assistance as soon as possible.",TYY interface module signal to communicate equipment disruption to call center,['H04W4']
403,8588754,2013-11-19,"A method of facilitating telephone calls for a mobile communication device associated with a user of a personal call center. A list of contact numbers are received, each contact number corresponding to a call to be made for the mobile communication device on behalf of the user of the call center. Based on a schedule associated with the user of the call center, it is determined whether the user is available for calls to be made. If the user is available for calls to be made, a call to a recipient from the list of contact numbers is initiated and the call is connected to the mobile communication device.",Personal call center,"['H04M3', 'H04M2203']"
404,8594310,2013-11-26,"A method may include receiving, at a first call center, a call from a caller, forwarding the call to an agent workstation and determining that the call must be transferred. The method may also include providing, at the agent workstation, a user interface identifying a number of items associated with possible reasons for the call and receiving, via the user interface, input selecting one of the items. The method may further include appending information to the call based on the received input and forwarding the call with the appended information to a network device associated with a number of call centers.",Intelligent call transfer between call centers,"['H04M3', 'C23C16']"
405,8620360,2013-12-31,"A system and method for making vehicle originated calls to a telematics service provider or other call center. The method includes identifying a call type associated with a desired wireless communication of speech or data to the call center, and then carrying out one of a number of different call connection processes depending on the call type. For voice channel cellular connections, an in-band modem cellular connection is preferably established in most instances using a connection retry strategy that includes primary, secondary, and possibly tertiary connection attempts each of which utilize at least one of a number of different voice and data call origination processes. The system and method can be carried out in connection with various cellular system technologies, but is especially suited for use with GSM systems.",Outgoing binary SMS messaging for vehicle communication with a call center,"['H04W4', 'H04W76']"
406,8630610,2014-01-14,"Techniques are provided for using a location of a caller placing a call that is received at a call center to identify other sources of information that are relevant to the call. A call is received at a call center from a caller. The location of the caller is obtained from the received call, and other sources of information potentially relevant to the call are identified based on the location of the caller. For example, information is stored that identifies at lease one individual that is proximate to the location of the caller, and communication is initiated with at least one individual who is determined to be located proximate to the caller.",Call to call center as trigger to capture and record other geographically relevant data,"['H04M3', 'H04M2203']"
407,8649499,2014-02-11,"Technologies are generally presented herein pertaining to identifying a training topic for agents at a contact center. In various embodiments, these technologies comprise performing an analysis on communications conducted between agents at the contact center and contact parties over a time period. In particular embodiments, the analysis performed on the communications involves identifying a number of occurrences of a keyword or a keyphrase found in the communications between the agents and the contact parties. Further, in various embodiments, in response to the number of occurrences of the keyword or the keyphrase over the time period being more than a predetermined threshold, the technologies presented herein comprise automatically identifying a training topic associated with the keyword or the keyphrase, and then providing a training course to the agent.",Communication analytics training management system for call center agents,"['H04M3', 'H04M2203']"
408,8654937,2014-02-18,"A method, system and computer program for assessing the quality of a call recipient response during an interactive voice dialog. Embodiments of the present invention address deficiencies of the art in respect to biometric analysis and provide a novel and non-obvious method, system and computer program product for call center agent quality assurance using biometric technologies. A solution for automated monitoring of call center agents' skill, mood, professionalism and behavior using biometric technologies and for providing appropriate action to improve customer handling and satisfaction is provided. The solution provides an automated method for detecting potential problems and preemptively taking action to provide consistent, quality customer service.",System and method for call center agent quality assurance using biometric detection technologies,['H04M3']
409,8660870,2014-02-25,"A computer-implemented method, system and program product for modeling a business transformation process. In accordance with one embodiment, a transformation modeling tool receives as input multiple operational resource values associated with a specified transformation process. The operational resource values include at least one value expressed as a labor resource metric and at least one value expressed as a technology resource metric. The modeling tool comparatively processes the operational resource values with respect to one or more target operational resource values. Responsive to the comparative processing step, a cost value associated with the specified transformation process is generated.",Method and system for modeling a call center transformation process,"['G06Q10', 'G06Q30']"
410,8666035,2014-03-04,A method for providing a communication assistance service by a communication assistance service provider includes receiving a communication at the communication assistance service provider from a first person seeking a contact information to communicate with a second person and receiving from the first person identifying information associated with the second person. A profile of the second person is retrieved including at least one contact information and at least one contact preference associated with the contact information. Communication is provided between the first person and the second person in accordance with the contact preferences.,Technique for assisting a user with information services at an information/call center,"['H04M3', 'H04M2201', 'H04M2203', 'H04M1']"
411,8666056,2014-03-04,"A system for soliciting and activating one or more groups of workers to service contact center business includes an interface accessible to the one or more groups for accepting group registration data, publishing contact center business and for enabling the groups to subscribe to receive business; a data repository for storing the registration data for subscribing groups; and a routing server for specifying routing strategies for event routing to the groups. The system is characterized in that the one or more groups of workers may be activated during contact center business activity to perform services based on need.",System for facilitating loosely configured service worker groups in a dynamic call center environment,"['H04M3', 'G06Q10']"
412,8670548,2014-03-11,"Methods and systems are provided for routing callers to agents in a call-center routing environment. An exemplary method includes identifying caller data for a caller in a queue of callers, and jumping or moving the caller to a different position within the queue based on the caller data. The caller data may include one or both of demographic data and psychographic data. The caller can be jumped forward or backward in the queue relative to at least one other caller. Jumping the caller may further be based on comparing the caller data with agent data via a pattern matching algorithm and/or computer model for predicting a caller-agent pair outcome. Additionally, if a caller is held beyond a hold threshold (e.g., a time, “cost” function, or the like) the caller may be routed to the next available agent.",Jumping callers held in queue for a call center routing system,['H04M3']
413,8670549,2014-03-11,"Processing a communication received at a communications center over a communications network includes determining whether a sender of the communication sent previous communications to a communications center based on identification information obtained from the communication. Communication is routed to an agent, from a first group of agents, when it is determined that the sender did not send previous communications to the communications center. The communication is processed by generating a report by the agent from the first group of agents. Communication is routed to an agent, from a second group of agents, when it is determined that the sender sent send previous communications to the communications center. The communication is re-processed by retrieving an existing report by the agent from the second group of agents.",Method and system for improved routing of repair calls to a call center,"['H04M3', 'H04M2203', 'H04M2242']"
414,8676199,2014-03-18,"A system and method for making vehicle originated calls to a telematics service provider or other call center. The method includes identifying a call type associated with a desired wireless communication of speech or data to the call center, and then carrying out one of a number of different call connection processes depending on the call type. For voice channel cellular connections, an in-band modem cellular connection is preferably established in most instances using a connection retry strategy that includes primary, secondary, and possibly tertiary connection attempts. The system and method can be carried out in connection with various cellular system technologies, but is especially suited for use with GSM systems.",Tertiary connection strategy for vehicle originated cellular communication to a call center,"['H04W48', 'H04W8']"
415,8682286,2014-03-25,"A switched emergency call (e.g., a 911 call, an alarm company call) forwarded by a telematics call center is converted into a session initiation protocol (SIP) packetized phone call at the call center, and routed over an IP network, for presentation to an emergency services gateway, which connects to a selective router via dedicated circuits, gaining full access to the Enhanced 911 network. This provides a PSAP receiving a call from a telematics call center or other call center with all features available in an Enhanced 911 network, e.g., callback number of the 911 caller, and location of the 911 caller. Location of the caller is provided using a VoIP positioning center (VPC), queried from the call center. In this way, the switched emergency call is converted into a SIP packetized phone call and routed without further passage through the public switched telephone network (PSTN).",Enhanced E911 network access for a call center using session initiation protocol (SIP) messaging,"['H04L65', 'H04M7', 'H04M3', 'H04M2242', 'H04M11', 'G01S19', 'H04W4']"
416,8688486,2014-04-01,"System, method and program product for dynamically setting a wage offered to a multiplicity of inactive call center personnel. First program instructions automatically estimate a wait time for calls to a call center. The calls are handled by a plurality of active call center personnel. Second program instructions automatically determine and set a wage, based in part on the estimated wait time, offered to inactive call center personnel to induce them to become active call center personnel to handle calls. Third program instructions, responsive to a request by an inactive call center person to become active at said wage, automatically designate the requesting inactive call center person as active at the wage and assign a call to the requesting inactive call center personnel that was designated as active. Program instructions also set a renewal wage paid to active call center personnel, based in part on the estimated wait time, to induce the active call center personnel to remain active.","System, method and program for setting wage for call center personnel","['H04M3', 'H04M2203', 'G06Q10']"
417,8699689,2014-04-15,"A mid-point call management node subject to monitoring through a workstation communicatively coupled thereto, provides call services (e.g., through extensible markup language (XML), and in particular call control extensible markup language (CCXML) and/or voice extensible markup language (VXML), instructions) for an inbound call received from an originating network at an originating point-of-presence (POP) associated with multiple, disparate call centers, the call services being provided in response to call management application instructions issued according to enterprise-specific strategies for optimizing call handling between the originating POP and domestic and/or international ones of the disparate call centers communicatively coupled thereto. Call center information (e.g., call load information) received at the management node from the multiple call centers may be used in connection with providing the call services. The enterprise-specific strategies may be instantiated as processes for: call routing, load balancing, work force management, and/or customer relationship management.",Method and system for monitoring and managing multi-sourced call centers,['H04M3']
418,8699694,2014-04-15,"Systems and methods are disclosed for preprocessing caller-agent pairs in a contact routing center, along with an intelligent routing system. A method includes determining at least one agent data for each agent of a set of agents, determining at least one caller data for each caller of a set of callers, and determining a score for each possible caller-agent pair of the set of agents and the set of callers using the agent data and the caller data in a pattern matching algorithm. The scores for each possible caller-agent pair may then be stored, e.g., in a look-up table, for retrieval, where matching a caller of the set of callers to an agent of the set of agents is based on the previously determined or calculated scores. For example, the caller-agent pair having the best score of all potential caller-agent pairs may be connected.",Precalculated caller-agent pairs for a call center routing system,['H04M3']
419,8724779,2014-05-13,"A small baseline audio sample is sampled when a person initially calls in and the sample is held only for the duration of the call. For each subsequent transfer, a comparison is made to the baseline established from the initial call and at the end of the call the voice sample is discarded so no resources need to be maintained. Speaker verification and VOIP technologies are used to persist the customer's verification information as service representative hand-offs occur.",Persisting customer identity validation during agent-to-agent transfers in call center transactions,"['H04M3', 'H04M2201', 'H04M2203']"
420,8724795,2014-05-13,"A call center problem resolution system is provided. The system comprises, a computer system comprising at least one processor and a memory, a data store coupled to the computer, and an application stored in the memory. When executed by the processor, the application receives call information comprising a calling number, and it retrieves communication equipment information based on the calling number, communication service plan information based on the calling number, and communication network operations information based on the communication service plan information. When executed, the application further receives words describing a problem experienced by communication equipment associated with the calling number. Based on the plurality of words describing the problem, the communication network operations information, the communication service plan information, and the communication equipment information, the application identifies a plurality of information items, and presents the plurality of information items in a prioritized order to a call agent.",Problem centric knowledge management tool for call center,"['H04M3', 'H04M2203']"
421,8731145,2014-05-20,"A method of regulating data transmissions used with telematics-equipped vehicles. The steps include establishing a period of anticipated call center service outage, notifying a plurality of telematics units of the period of anticipated call center service outage, storing that outage information at the plurality of telematics units, and then when a call from the vehicle to the call center is desired during the service outage, the process implements a call handling procedure that delays most calls until the call center is available, but that provides alternative call solutions for urgent or occupant-placed calls. Once the call center is available, postponed calls can be staggered to avoid a large initial spike in calls received at the call center.",Method of vehicle notification of call center service interruptions,['H04M3']
422,8731180,2014-05-20,"Embodiments of the present invention provide apparatuses and methods for providing improved customer service and sales experiences through collaborative face-to-face interaction between a customer and an expert in another location. Some embodiments of the invention comprise apparatuses and methods for video collaboration between an associate of the business located on-site at the point of inquiry, the customer who requires customer service, and an expert located off-site, typically at a call center. Other embodiments of the invention comprise apparatuses and methods for queuing video collaboration and non-video collaboration calls within a call center. The embodiments of the invention relate to apparatuses and methods that can be used for any business that has on-site point of inquiry centers, but the apparatuses and methods are particularly useful for banking customers who enter banking centers to interact on a face-to-face basis with an expert in the area of the customer's needs.",Video collaboration call center queuing,"['H04L12', 'H04N7']"
423,8731182,2014-05-20,"A data store (e.g., a relational database, an object-oriented database, an unstructured file system, an in-memory data structure, etc.) and associated methods are disclosed for predicting the accuracy of agent responses in a call center. In accordance with the illustrative embodiment, agents in a call center are prompted at different times during their workday for estimates of how much longer they will be servicing their current call, and the estimates are stored in the data store along with the actual times required for completion of the call. Statistics for each agent's prediction accuracy are computed and stored in the data store along with the raw data, and can then be used to assess the accuracy of subsequent agent responses to queries.",Data store for assessing accuracy of call center agent service time estimates,['H04M3']
424,8738482,2014-05-27,"The invention relates to a method for preparing an optimal alternative billing plan for mobile telephony users managed through a call center, which is applicable to the recommendation of an optimal telephony plan to the customers of an operator, considering the consumption of the customer, the risk of the customer migrating to another and the market strategy of the operator. It comprises the estimation of the real bill of a customer during a time period covering the last M months, a simulated estimation of the bill of the customer using any generic plan based on the mean traffic of the last M months, applying a simulation algorithm and the estimation of the churn risk of a customer according to the value of the said customer, the value of the operators on the market, number of better offers, number of the customers which he calls per operator and the simulations performed with the generic plans, applying an estimation algorithm.",Method for preparing an optimal alternative billing plan for mobile telephony users managed through a call center,"['H04M15', 'H04W4', 'G06Q30']"
425,8749608,2014-06-10,"A method for arranging an agent of a call center includes: receiving a video call request sent by a user, and determining an agent capable of providing a service for the user according to the video call request; calculating video quality of the agent capable of providing a service for the user, and obtaining a requirement of the user corresponding to the video call request; if the calculated video quality of the agent meets the requirement of the user, allocating the agent with the video quality meeting the requirement of the user to the user; otherwise, putting the user into a queue for queuing.",Method and apparatus for arranging agent of call center,"['H04M3', 'H04M2201', 'H04L65', 'H04N7']"
426,8750485,2014-06-10,"A method, system and apparatus for processing a call in a call center using information stored in the LIDB. A call center which has been configured in accordance with a preferred aspect of the present invention can include at least one phone handset coupled to a gateway to a PSTN. An enterprise application can be associated with the handset and a data terminal coupled to the enterprise application. A view to the enterprise application further can be disposed in proximity to the handset. A database of caller information can be coupled to the enterprise application. Each record in the database can have a configuration for location based upon a searching key.",Operating a call center based upon line information database (LIDB) data,"['H04L12', 'H04M3']"
427,8750489,2014-06-10,A system and method for automatic call segmentation including steps and means for automatically detecting boundaries between utterances in the call transcripts; automatically classifying utterances into target call sections; automatically partitioning the call transcript into call segments; and outputting a segmented call transcript. A training method and apparatus for training the system to perform automatic call segmentation includes steps and means for providing at least one training transcript with annotated call sections; normalizing the at least one training transcript; and performing statistical analysis on the at least one training transcript.,System and method for automatic call segmentation at call center,"['H04M3', 'H04M2201', 'H04M2203', 'G10L15']"
428,8761376,2014-06-24,The present invention is related to improving a conversation quality of calls in a call center setup/environment. The system of the present invention allows monitoring of several live ongoing audio conversations to alert supervisor regarding vulnerable/deviations in the call being handled by a call center agent. The alerts are displayed on the supervisor console by way of providing graphical visual display in order to seek attention of the supervisor. The system also facilitates the supervisor to listen to the live conversation on his desktop by clicking on the visual display.,System for conversation quality monitoring of call center conversation and a method thereof,"['H04M3', 'H04M2201', 'H04M2203']"
429,8761381,2014-06-24,"A method of designing a customer interface for a service center, such as an automated speech recognition (ASR) self-service center. Customer activity to an existing service center is monitored, providing customer model, which includes a collection of customer tasks. These tasks are assigned to action-object pairs, which are further assigned to routing destinations. Dialog modules are designed, based on the customer model data, including disambiguation dialogs.",Method for designing an automated speech recognition (ASR) interface for a customer call center,"['H04M3', 'H04M2201', 'G10L15', 'H04M2203']"
430,8767031,2014-07-01,A video call center process and system can create cost effective video programs for television transmission from a multiplicity of simultaneous video callers with much less supporting staff.,Video call center,"['H04N21', 'G06F3', 'H04N7']"
431,8774391,2014-07-08,"In various embodiments, advertising campaigns can be defined that incorporate technologies such as two-dimensional bar codes or embedded links in electronic material, for directing a user to communicate with a call center. For instance, in particular embodiments, the reading of a two-dimensional bar code may cause a communication to be sent to, and received at, the call center, where a calling campaign associated with an advertising campaign is identified using information associated with the communication. Likewise, in particular embodiments, the activation of an embedded link may cause a communication to be sent to a publisher, who sends a communication to the call center. Upon determining the calling campaign, an appropriate agent is selected and a communication, such as a voice call, is initiated to the user. In particular instances, if a no-answer condition is reached as a result of the communication, another communication may be scheduled for a later time.",Integrating embedded links with call center operation,"['H04M3', 'H04M2203', 'G06Q30', 'H04M7']"
432,8774392,2014-07-08,A system and method for processing calls in a call center are described. A call session from a caller via a session manager and including incoming text messages of a verbal speech stream is assigned. The incoming text messages are progressively visually presented throughout the call session to a live agent on an agent console operatively coupled to the session manager. The incoming text messages are progressively processed through a customer support scenario interactively monitored and controlled by the live agent via the agent console. The incoming text messages are processed through automated script execution in concert with the live agent. Outgoing text messages are converted into a synthesized speech stream. The synthesized speech stream is sent via the agent console to the caller.,System and method for processing calls in a call center,"['H04M3', 'H04M2201', 'G10L15', 'H04M2203']"
433,8781100,2014-07-15,"Systems and processes are disclosed for routing callers to agents in a contact center based on similar probabilities for an outcome variable. An exemplary probability multiplier process includes determining agent performance of a set of agents for an outcome variable (e.g., sales) and determining caller propensity of a set of callers for the outcome variable (e.g., the propensity or statistical chance of purchasing). Callers and agents are matched based on corresponding agent performance and propensity for the outcome variable of the caller, e.g., matching callers and agents having similar relative performance for the outcome variable, such as matching the highest ranked caller to the highest ranked agent, the worst ranked caller to the worst ranked agent, and so on. The performance and propensity of the callers and agents may be converted to percentile rankings, and callers and agents can be matched based on a closest match of percentile rankings.",Probability multiplier process for call center routing,"['H04M3', 'H04M2201', 'H04M2203']"
434,8787913,2014-07-22,"A system and method for making vehicle originated calls to a telematics service provider or other call center. The method includes identifying a call type associated with a desired wireless communication of speech or data to the call center, and then carrying out one of a number of different call connection processes depending on the call type. For voice channel cellular connections, an in-band modem cellular connection is preferably established in most instances using a connection retry strategy that includes primary, secondary, and possibly tertiary connection attempts. The system and method can be carried out in connection with various cellular system technologies, but is especially suited for use with GSM systems.",Primary connection strategy for vehicle originated cellular communication to a call center,"['H04M2250', 'H04W88', 'H04M1', 'H04W76']"
435,8787953,2014-07-22,"In various embodiments, advertising campaigns can be defined that incorporate technologies such as two-dimensional bar codes or embedded links in electronic material, for directing a user to communicate with a call center. For instance, in particular embodiments, the reading of a two-dimensional bar code by a user with a smart phone may cause various forms of communication requesting a return communication. The communication from the smart phone may be sent to, and received at, the call center, where a calling campaign associated with an advertising campaign is identified using information associated with the communication. A responding communication may be initiated from the call center to the user.",Integrating two-dimensional barcodes and embedded links with call center operation,"['G06K19', 'H04M1', 'H04N2201', 'G06K7', 'G06Q20', 'H04M3', 'H04M2203', 'H04N1', 'G06Q30', 'H04M2250', 'H04W4']"
436,8792632,2014-07-29,"A method for providing inbound call reservations to a communication center has steps for monitoring service access points into the communication center by reservation software executing from a machine-readable medium, evaluating communicators and potential communicators, and issuing invitations for reserved communication sessions to qualified communicators and potential communicators, the reserved times coordinated according to data pertaining to predicted communication load and resource availability statistics.",System and methods for scheduling and optimizing inbound call flow to a call center,"['H04M3', 'H04M2203', 'G06Q10']"
437,8792633,2014-07-29,"A method for partitioning a call center having N agents associated with M agent groups, for computation by a plurality of computational nodes, has steps for (a) assigning each agent as a vertex in a hypergraph; (b) assigning each agent group as a hyper-edge in the hypergraph; and (c) applying a hypergraph partitioning algorithm to partition the agents and groups relative to the nodes with the hypergraph cost function awarding equal load distribution to nodes and minimizing inter-node traffic.",Method of distributed aggregation in a call center,"['H04M3', 'H04M2203']"
438,8798257,2014-08-05,"A system for making outbound calls includes a first node connected to a network for placing outbound telephone calls, a second node connected to the network and accessible to the first node for reporting agent status relative to busy, ready, and time to ready, a number of agent appliances connected to the network and accessible to the second node, and a number of agent activity applications installed one per on the agent appliances. In a preferred embodiment outbound calls are predicted based on the number of agents reported ready to accept a call plus the number of agents predicted to be ready to accept a call within a specified time window.",System and methods for predicting future agent readiness for handling an interaction in a call center,"['H04M3', 'H04M2203']"
439,8811591,2014-08-19,"To check the status of an agent assigned to a call center in which geographic areas are respectively associated with geographic area identifiers (IdZ) communication terminals (TC) are respectively associated with geographic areas, a mobile terminal (TM) in possession of a monitor capable of moving within geographic areas determines the geographic area's identifier within which an agent is located. The mobile terminal transmits a request comprising the geographic area's identifier to the data management server in order to retrieve from a lookup table an identifier (IdA) of the agent associated with the geographic area's identifier, and transmits a request comprising the agent's identifier (IdA) to the call center's server (SCA) in order to retrieve from a lookup table the identifier of the agent's status data (DonA) associated with the agent's identifier (IdA), then provides the agent's status to the monitor through graphical display based on the agent's retrieved status data (DonA).",Operating management of a call center,"['H04M3', 'H04M2201', 'H04W4']"
440,8824646,2014-09-02,"Methods and apparatus are provided for processing “on hold” commands in a call center. A communication dialog is processed by storing a checkpoint containing a context of the communication; monitoring the communication dialog for an “on-hold” condition; and suspending the communication dialog when the “on-hold” condition is detected The “on-hold” condition can be detected by monitoring telephony signaling. The communication dialog can optionally be returned to a restart point, such as a checkpoint, when the “on-hold” condition is detected. The communication dialog can be monitored for an “off-hold” condition and restarted from a checkpoint when the “off-hold” condition is detected. A resume context message can optionally be provided to the caller when the “off-hold” condition is detected.",Method and apparatus for intelligent processing of suspend and resume operations in a call center,"['H04M3', 'H04M7']"
441,8824655,2014-09-02,"Communications within a communication management network are routed according to a dynamic scorecard routing method in which communication routing decision attributes of communication route destinations are monitored through data feeds from the communication route destinations at a communication router. Values of the communication routing decision attributes are processed to produce processed attribute values and these processed attribute values are stored in a scorecard routing database. Thereafter, upon receipt of an indication of an inbound communication, a call controller is instructed to route the inbound communication to one of the communication route destinations according to assessed scores of the communication route destinations compiled using the processed communication routing decision attribute values stored in the scorecard routing database.",Routing inbound communications across call centers and the like,['H04M3']
442,8824658,2014-09-02,"Systems and methods are disclosed for routing callers to agents in a contact center, along with an intelligent routing system. An exemplary method includes mapping a first portion (or fraction) of callers to agents according to a performance and/or pattern matching algorithm based on comparing caller data associated with the callers and agent data associated with the agents. The method further includes mapping a second portion of the callers (e.g., the remaining portion or fraction of all callers) to agents differently than the first portion of the callers (e.g., mapping based on queue order or performance based), which may provide a control group for monitoring or analyzing the effect of the pattern matching algorithm. The method may further include displaying the effect of the routing on at least one outcome variable, which may include revenue generation, cost, customer satisfaction, first call resolution, cancellation, or other variable outputs from the pattern matching algorithm of the system.",Selective mapping of callers in a call center routing system,"['H04M3', 'H04M2201']"
443,8824662,2014-09-02,"A method for interfacing a customer with a call center. Information obtained from a Radio Frequency Identification (RFID) tag is transmitted to the call center to provide additional information about the customer and allow the session to be accurately routed within the call center. The call center may be accessed by telephone, computer, or other type of customer premises equipment over a voice or data network. The RFID tag may be an identification tag provided to the customer for access to the call center or may be a tag associated with the customer and not specific to the call center. The call center may route calls based on routing information contained in the RFID tag information, customer identity and previous sessions with that customer, personal and demographic information and statistical support records for other sessions involving customers with similar personal and demographic information, and according to agent statistical support records.",Method and apparatus for interfacing a customer with a call center,"['G06Q20', 'H04M2203', 'H04M2242', 'H04M3']"
444,8837685,2014-09-16,"A response center or other entity maintains in electronic storage records of trust relationships between parties. In an example method of operating a call center, personal profiles of clients of a service of the call center are maintained. At least some of the profiles include contact information for entities in trusted networks of the respective clients. An inquiry can be received from an inquiring party, inquiring whether a particular entity is trusted by a particular client. An electronic message is automatically sent to the inquiring part indicating whether or not the particular entity is trusted. In some implementations, entities may be assigned levels of trustedness.",Adaptive system with call center and trusted network,"['G16H10', 'Y02A90', 'H04M3', 'H04W4', 'G06Q10']"
445,8837687,2014-09-16,A computer-implemented system and method for matching agents with callers within a call center environment is provided. A database of traits for agents within a call center is maintained. A call is received into the call center and a voice recording is obtained from a caller during the call. The voice recording from the caller is analyzed by measuring voice characteristics of the voice recording and by identifying traits of the caller based on the voice characteristics. The caller traits are compared with the traits for the agents. One or more of the agents similar to the user are identified based on the trait comparison. One of the similar agents is selected and the call is transferred to the selected agent.,Computer-implemented system and method for matching agents with callers in an automated call center environment based on user traits,"['G10L15', 'G10L17', 'H04M2201', 'H04M3', 'H04M2203', 'G10L25', 'G06Q10', 'G06F40']"
446,8837706,2014-09-16,A computer-implemented system and method for providing coaching to agents in a call center during a call is provided. A voice recording is obtained from a call between a caller and an agent of a call center. The voice recording of the caller is analyzed by measuring voice characteristics of the voice recording and by identifying traits of the caller based on the voice characteristics. A stage of persuasion of the caller is identified based on the identified traits in response to an offer provided by the agent. The caller is persuaded to accept the offer by providing guidance to the agent regarding further information about the offer for the user based on the stage of persuasion.,Computer-implemented system and method for providing coaching to agents in an automated call center environment based on user traits,"['G10L15', 'G10L17', 'H04M2201', 'H04M3', 'H04M2203', 'G10L25', 'G06Q10', 'G06F40']"
447,8837708,2014-09-16,"Systems, methods, and computer-readable media for tracking, reconciling, and reporting on data representing Dual Tone Multi-Frequency (DTMF) tones and voice signals communicated between call center and users during interactions therebetween. The system may include a data store adapted to store the DTMF data and a text corresponding to the voice data; a transcription process receiving data representing the voice signal and converting it into corresponding text; a report generation process obtaining the DTMF data and the text, transmitting a report containing the same to a client, and updating the date store accordingly; and a reconciliation process receiving data enabling reconciliation of data as tracked by the call center and as tracked by an entity other than the call center. The transcription process may operate as a third-party or an in-house entity relative to the at least one call center.","Systems, methods, and computer-readable medium for tracking, reconciling, and reporting on DTMF data and voice data communicated between call centers and users","['H04M3', 'H04M2201', 'G10L15']"
448,8842811,2014-09-23,A computer-implemented system and method for providing recommendations for hiring agents within a call center environment is provided. A list of candidates for hire as agents within a call center is maintained. A voice recording from each of the candidates is analyzed by measuring voice characteristics within the voice recording and by calculating a score for the voice recording based on the measured voice characteristics. A threshold is applied to the voice recording score. One or more of the candidates on the list of candidates for hire is retained when the voice recording score for that candidate satisfies the threshold. One or more of the candidates from the list is removed when the voice recording score for that candidate fails to satisfy the threshold.,Computer-implemented system and method for providing recommendations regarding hiring agents in an automated call center environment based on user traits,"['G10L15', 'G10L17', 'H04M2201', 'H04M3', 'H04M2203', 'G10L25', 'G06Q10', 'G06F40']"
449,8848897,2014-09-30,"An automated multimedia call center device may receive a verbal request for information from a user device during a multimedia session between the automated multimedia call center device and the user device. The automated multimedia call center device may further obtain a group of recognition results for the verbal request using speech recognition, cause at least two recognition results of the group of recognition results to be visually displayed on the user device, receive selection of one recognition result of the at least two recognition results, perform a search using the selected one recognition result to obtain multimedia content, and provide the multimedia content to the user device.",Automated multimedia call center agent,"['H04M3', 'H04M2201', 'H04L65']"
450,8891744,2014-11-18,"Embodiments of the present invention generally relate to a cloud computing call center that may provide a multi-tenanted platform for scalable, dynamic allocation of telephony, PBX, and call center capabilities. Embodiments of the invention include implementations of a software telephony switch in a cloud computing environment that may dynamically allocate software based PBXes, virtual interactive voice responses (IVRs), and other system components to particular calls.",Cloud computing call centers,['H04M3']
451,8917854,2014-12-23,"A system, method, and device for forming contextualized competitions in a work environment are disclosed. The system includes a performance metric computation component which computes performance metrics, a visualization component which generates a visual interface for display to a supervisor, and a processor which implements the components. The method includes receiving information related to a set of agents operating in a work environment. A first aggregated value for a first performance metric and a second aggregated value for a second performance metric are computed. The first and second values are visualized, and a predicted effect on the second performance metric when the first performance metric is altered is visualized. The device serves as a decision-making support tool including a plurality of control mechanisms for altering at least one performance metric and displaying the predicted effect on another.",System to support contextualized definitions of competitions in call centers,"['H04M3', 'H04M2203', 'G06Q10']"
452,8923503,2014-12-30,"Methods for enabling call center agents to adapt their servicing of incoming calls based on the estimated value of the calls are disclosed. In accordance with the first illustrative embodiment, when there is a “high-value” call waiting in the queue while one or more agents are currently servicing lower-value calls, an agent who is servicing a lower-value call is informed that there is a higher-value call waiting in the queue, and is prompted to provide an estimate of how much longer he or she will be servicing his or her current call. The call center system selects which agent the high-value call will be routed to based on: (i) the agents' responses to the prompts, and (ii) for each of the responding agents, a measure of how closely prior responses from the agent compared to the actual amount of time taken by the agent to complete servicing the call.",Servicing calls in call centers based on estimated call value,"['H04M3', 'H04M2201', 'H04M2203', 'H04M2242']"
